model,prompt_level,fault,run,success,reached_end,sequence_correct,filling_correct,emptying_correct,sequence_similarity,skipped_states,correct_path,expected_path,planning_accuracy,planning_correct,planning_total,missed_transitions,actuator_accuracy,actuator_correct,actuator_total,physical_violations,reprompts,invalid_states,iterations,planning_calls,action_calls,planning_latency_avg,action_latency_avg,wall_time,final_state,abort_reason,sim_time,transitions_attempted,process_completion,first_try_rate_planning,first_try_rate_action,attempts_per_transition,planning_input_tokens,planning_output_tokens,action_input_tokens,action_output_tokens,total_input_tokens,total_output_tokens,total_tokens
gpt-4o-mini,normal,pump_degradation,5,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.65,39,60,0,5,0,1,1,6,1.2769428999745287,2.621719449981659,17.242716100008693,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4567,59,19627,943,24194,1002,25196
gpt-4o-mini,normal,pump_degradation,6,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.65,39,60,0,5,0,1,1,6,1.3703451000037603,2.4584046166661815,16.379670299997088,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4567,53,19627,880,24194,933,25127
gpt-4o-mini,normal,pump_degradation,7,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.7055047000176273,2.608293383324053,17.622441000014078,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4567,57,19627,917,24194,974,25168
gpt-4o-mini,normal,pump_degradation,8,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.65,39,60,0,5,0,1,1,6,1.6548696999670938,2.891877233332101,19.291995199979283,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4567,59,19627,958,24194,1017,25211
gpt-4o-mini,normal,pump_degradation,9,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.4982627999852411,3.15257186665743,20.68745949998265,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4567,59,19627,971,24194,1030,25224
gpt-4o-mini,normal,clogging_fault,0,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,7.956032599962782,2.4952501166650713,23.205009799974505,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,72,19645,889,24215,961,25176
gpt-4o-mini,normal,clogging_fault,1,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,2.271269199962262,3.2670538000044567,22.119585299980827,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,71,19645,989,24215,1060,25275
gpt-4o-mini,normal,clogging_fault,2,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,2.0780753000290133,2.753186966651507,18.851789800042752,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,82,19645,886,24215,968,25183
gpt-4o-mini,normal,clogging_fault,3,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.438747699954547,2.955676133336965,19.412391799967736,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,72,19645,909,24215,981,25196
gpt-4o-mini,normal,clogging_fault,4,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,2.627555900020525,2.3757368333269064,17.151239600032568,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,53,19645,855,24215,908,25123
gpt-4o-mini,normal,clogging_fault,5,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.4134080999647267,4.74997353333553,30.154763900034595,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,71,19645,930,24215,1001,25216
gpt-4o-mini,normal,clogging_fault,6,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.65,39,60,0,5,0,1,1,6,2.1620664999936707,4.003251149978799,26.411541800014675,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,75,19645,955,24215,1030,25245
gpt-4o-mini,normal,clogging_fault,7,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.8600889000226744,3.6318040166709884,23.88238209998235,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,71,19645,968,24215,1039,25254
gpt-4o-mini,normal,clogging_fault,8,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.921860700007528,3.945537900008882,25.825603500008583,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,69,19645,974,24215,1043,25258
gpt-4o-mini,normal,clogging_fault,9,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,7.291633199958596,2.70154948332735,23.727541300002486,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4570,72,19645,900,24215,972,25187
gpt-4o-mini,normal,sensor_fault,0,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,7.644873200042639,2.290238733345177,21.614333399978932,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,789,24173,847,25020
gpt-4o-mini,normal,sensor_fault,1,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.616439800010994,2.377625700008745,16.122662300011143,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,807,24173,865,25038
gpt-4o-mini,normal,sensor_fault,2,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6,36,60,0,5,0,1,1,6,1.5263495999970473,2.4574024333366347,16.50224480003817,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,798,24173,856,25029
gpt-4o-mini,normal,sensor_fault,3,0,0,0,0,0,0.0,7,1,normal,1.0,1,1,0,0.65,39,60,0,5,0,1,1,6,2.3512718999991193,2.48723849998593,17.502731400018092,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,766,24173,824,24997
gpt-4o-mini,normal,sensor_fault,4,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.700035999994725,2.9878259999968577,19.862579000007827,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,808,24173,866,25039
gpt-4o-mini,normal,sensor_fault,5,0,0,0,0,0,0.0,7,1,normal,1.0,1,1,0,0.65,39,60,0,5,0,1,1,6,1.3593338999780826,5.048351500008721,31.885879900015425,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,761,24173,819,24992
gpt-4o-mini,normal,sensor_fault,6,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6,36,60,0,5,0,1,1,6,2.7138811000040732,3.1745131833401197,21.98723329999484,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,787,24173,845,25018
gpt-4o-mini,normal,sensor_fault,7,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6,36,60,0,5,0,1,1,6,1.4722830000100657,2.7903829166704477,18.437959800008684,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,58,19609,796,24173,854,25027
gpt-4o-mini,normal,sensor_fault,8,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6,36,60,0,5,0,1,1,6,1.4322176999994554,2.4308872166632987,16.268885399971623,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,57,19609,780,24173,837,25010
gpt-4o-mini,normal,sensor_fault,9,0,0,0,0,0,0.0,7,1,normal,1.0,0,0,0,0.6,36,60,0,5,0,1,1,6,6.376009300001897,4.039506700016015,30.83513119997224,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4564,57,19609,796,24173,853,25026
gpt-4o-mini,normal,leak,0,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,2.5684040999622084,3.7142989833373576,25.088436099991668,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,979,24208,1041,25249
gpt-4o-mini,normal,leak,1,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.8763060999917798,4.270299150007001,27.71399569994537,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,978,24208,1040,25248
gpt-4o-mini,normal,leak,2,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.9201948999543674,3.8295839833444916,25.127718699979596,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,969,24208,1031,25239
gpt-4o-mini,normal,leak,3,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6,36,60,0,5,0,1,1,6,1.658373299986124,4.109608983329963,26.544565099989995,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,53,19639,1004,24208,1057,25265
gpt-4o-mini,normal,leak,4,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.9318631999776699,3.5944251499992483,23.731817899970338,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,55,19639,978,24208,1033,25241
gpt-4o-mini,normal,leak,5,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,1.8935342999757268,3.2903608333241814,22.010463099984918,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,983,24208,1045,25253
gpt-4o-mini,normal,leak,6,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,4.866891200013924,3.387561133344813,25.55894930002978,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,963,24208,1025,25233
gpt-4o-mini,normal,leak,7,0,0,0,0,0,0.0,7,0,bypass,1.0,0,0,0,0.6166666666666667,37,60,0,5,0,1,1,6,11.552713199984282,3.588060566680118,33.42558039998403,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,977,24208,1039,25247
gpt-4o-mini,normal,leak,8,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,8.54354919999605,4.2241642000056645,34.28283250000095,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,960,24208,1022,25230
gpt-4o-mini,normal,leak,9,0,0,0,0,0,0.0,7,0,bypass,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,2.0958994000102393,3.59484484999363,24.028589499997906,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4569,62,19639,1004,24208,1066,25274
gpt-4o-mini,normal,normal,0,0,0,0,0,0,0.0,7,1,normal,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.8056014999747276,4.289060833340045,27.90833839995321,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,63,19603,800,24166,863,25029
gpt-4o-mini,normal,normal,1,0,0,0,0,0,0.0,7,1,normal,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.4985453999834135,7.450255499987786,46.554402599984314,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,57,19603,785,24166,842,25008
gpt-4o-mini,normal,normal,2,0,0,0,0,0,0.0,7,1,normal,1.0,3,3,0,0.7,42,60,0,5,0,1,1,6,1.3864251000341028,2.908310566660172,19.207520700001623,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,57,19603,776,24166,833,24999
gpt-4o-mini,normal,normal,3,0,0,0,0,0,0.0,7,1,normal,1.0,2,2,0,0.6666666666666666,40,60,0,5,0,1,1,6,1.494415100023616,4.779323850011376,30.48668239999097,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,57,19603,796,24166,853,25019
gpt-4o-mini,normal,normal,4,0,0,0,0,0,0.0,7,1,normal,1.0,2,2,0,0.6666666666666666,40,60,0,5,0,1,1,6,2.2581225000321865,2.930028200004017,20.187256999954116,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,57,19603,823,24166,880,25046
gpt-4o-mini,normal,normal,5,0,0,0,0,0,0.0,7,1,normal,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.6736814999603666,2.8543400833247383,19.091054900025483,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,56,19603,763,24166,819,24985
gpt-4o-mini,normal,normal,6,0,0,0,0,0,0.0,7,1,normal,1.0,2,2,0,0.6833333333333333,41,60,0,5,0,1,1,6,1.8185648000217043,2.843002683327844,19.175055200001225,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,57,19603,750,24166,807,24973
gpt-4o-mini,normal,normal,7,0,0,0,0,0,0.0,7,1,normal,1.0,2,2,0,0.6833333333333333,41,60,0,5,0,1,1,6,1.860197399975732,2.720839600001151,18.505792599986307,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,57,19603,820,24166,877,25043
gpt-4o-mini,normal,normal,8,0,0,0,0,0,0.0,7,1,normal,1.0,1,1,0,0.6333333333333333,38,60,0,5,0,1,1,6,1.8002309000003152,2.756485033334078,18.639019099995494,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,68,19603,779,24166,847,25013
gpt-4o-mini,normal,normal,9,0,0,0,0,0,0.0,7,1,normal,1.0,2,2,0,0.6666666666666666,40,60,0,5,0,1,1,6,4.436680199985858,3.676251183341568,26.814328099950217,state_initialStep,reprompt_limit,0,1,0.14285714285714285,1.0,0.0,1.0,4563,53,19603,776,24166,829,24995
