fault,run,llm_model,detector_mode,success,reached_end,abort_reason,eval_pass,wall_time_s,sim_time_s,steps,final_t,final_phase,final_control_zone,final_safe_now,final_fault_flag,final_anomaly_ratio,final_control_reasons,acted,t_sp_change,time_to_first_action,reprompts,unsafe_seconds,warning_seconds,safe_seconds,final_T_sp,final_L_sp,final_Fin_sp,rollout_time_to_safe,rollout_unsafe_fraction,rollout_peak_T_meas,rollout_peak_u_cool,rollout_peak_u_valve,rollout_peak_u_pump,action_calls,action_latency_sum_s,action_latency_avg_s,action_prompt_tokens_sum,action_completion_tokens_sum,action_total_tokens_sum,eval_summary,eval_fail_reason
cool_stuck_closed,0,gpt-4.1-mini,3sigma,1,1,t_end_reached,1,63.18351349997101,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,2127.0,2127.0,2,37,8,7955,309.95,10.0,0.025499999999999995,272.0,0.14524093308360292,314.64248350843013,0.3,0.48597714156636146,1.0,3,4.7332442999468185,1.5777480999822728,13361,230,13591,"PASS: time_to_safe=272.0s, unsafe_fraction=0.145",
cool_stuck_closed,1,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,123.55037770001218,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,2077.0,2077.0,5,29,16,7955,309.0,10.0,0.025499999999999995,3218.0,0.12409252068208677,314.33460041104,0.3,0.4857931858150737,1.0,6,9.102540200110525,1.517090033351754,26795,435,27230,FAIL: recovery too slow (time_to_safe=3218.0s),slow_recovery
cool_stuck_closed,2,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,111.01626190001843,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,1976.0,1976.0,5,41,4,7955,309.95,10.0,0.02833333333333333,,0.775066401062417,315.77657298376147,0.3,0.5077325887714693,1.0,6,9.66217270004563,1.6103621166742716,26795,469,27264,FAIL: did not reach SAFE (persist 60.0s),no_recovery
cool_stuck_closed,3,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,110.10973039997043,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,1879.0,1879.0,5,39,6,7955,309.5,10.0,0.02833333333333333,,0.7720960627348472,315.77634810564564,0.3,0.5105706161365067,1.0,6,9.468375200114679,1.5780625333524465,26789,469,27258,FAIL: did not reach SAFE (persist 60.0s),no_recovery
cool_stuck_closed,4,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,115.43177200003993,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,1935.0,1935.0,5,40,5,7955,309.5,10.0,0.02833333333333333,,0.7774113767518549,315.7765424124403,0.3,0.5071141662544981,1.0,6,11.295103800075594,1.882517300012599,26795,485,27280,FAIL: did not reach SAFE (persist 60.0s),no_recovery
cool_stuck_closed,5,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,104.69202200003201,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,2211.0,2211.0,5,37,8,7955,309.5,10.0,0.02833333333333333,,0.7750906892382105,315.7765836562015,0.3,0.5058093483033618,1.0,6,9.681525799969677,1.6135876333282795,26795,430,27225,FAIL: did not reach SAFE (persist 60.0s),no_recovery
cool_stuck_closed,6,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,107.56426670000656,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,2007.0,2007.0,5,39,6,7955,309.9,10.0,0.02833333333333333,,0.7740697480393792,315.7765791291955,0.3,0.5199843491787828,1.0,6,9.081762500107288,1.5136270833512147,26803,437,27240,FAIL: did not reach SAFE (persist 60.0s),no_recovery
cool_stuck_closed,7,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,108.47658959997352,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,2198.0,2198.0,5,33,12,7955,309.0,10.0,0.025499999999999995,3702.0,0.1337469837986901,314.3346004692952,0.3,0.47565588012521176,1.0,6,10.56465760001447,1.7607762666690785,26795,435,27230,FAIL: recovery too slow (time_to_safe=3702.0s),slow_recovery
cool_stuck_closed,8,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,118.08817950001685,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,1886.0,1886.0,5,32,7,7961,309.0,9.5,0.02833333333333333,,0.7741249591102388,315.8003266554339,0.3,0.515149395033466,1.0,6,9.939356899994891,1.656559483332482,26795,451,27246,FAIL: did not reach SAFE (persist 60.0s),no_recovery
cool_stuck_closed,9,gpt-4.1-mini,3sigma,0,1,t_end_reached,0,112.84409580001375,8000.0,8000,8000.0,SHUTDOWN,SAFE,0,0,0.0,,1,2134.0,2134.0,5,36,9,7955,309.0,10.0,0.025499999999999995,3446.0,0.12052505966587113,314.3346004148117,0.3,0.4815057592607068,1.0,6,10.259416899934877,1.7099028166558128,26795,478,27273,FAIL: recovery too slow (time_to_safe=3446.0s),slow_recovery
